No.,Entity_Name,Region,Description,Business,Services,Website,Address,Contact_Person,Tel,Fax,Email,Others,Role1,Role_Description1,Product1,Quantity1,Price1,Role2,Role_Description2,Product2,Quantity2,Price2,Role3,Role_Description1,Product3,Quantity3,Price3
72,Guangdong Ocean Harvest Co. Ltd,China,,Distributor,Trading ,,"Address: Room1719 Baolong Building, Wanliu Bridge, Fengtai District
City: Beijing
Region: China
State / Province: Beijing
Zip /Postal Code: 100070","Ms. Cindy Chen
Sales",,,,"Established: 2011
",Supplier,,"I. Seafood
i. Fish
1. sea bass
2. Red Drum
3. tilapia
4. golden pompano
5. Frozen black pomfre
6. Octopus
7. yellow croaker 

ii. Shrimp
iii. Value Added
1. Seafood Mix
2. Crab Stick
3. Breaded Squid Ring
iv. Mussels","1. Frozen seabass fillet China
2. Frozen tilapia fillet China: US$ 4 - 4.5 / 1 Metric Tonne    10 Metric Tonnes Minimum order
",,,,,,,,,,,
73,"FUKUICHI FISHERY CO.,LTD",Japan,,Distributor,"1. Distributor
2. Manufacturer
3. Wholesaler",,"Region: Japan
State / Province: Shizuoka","Mr. James Berman
manager",,,,Established: 1964,Supplier,,"I. Seafood
i. Fish
1. bluefin tuna fish","1. Japanese sushi restaurants sashimi bulk price frozen fresh bluefin tuna fish: US$ 327.5            >=5 Units
2. Japanese sushi restaurants sashimi seafood frozen yellowfin tuna plate: US$ 14                       >=5 Yards",,,,,,,,,,,
74,Basa Joint Stock Company,Vietnam,,Distributor,"1. Exporter
2. Manufacturer
3. Wholesaler",,"Address: 861, National Road 91
City: Can Tho
Region: Vietnam
State / Province: Can Tho Province
Zip /Postal Code: 84 710","Mr. Tri Duc Hoang
Sales Manager",,,,"Established: 2002
Total Annual Sales: US$10,000,000 to 14,999,999",Supplier,,"I. Seafood
i. Fish
1. FROZEN PANGASIUS
2.  BASA
3. BARAMUNDI
4. SEABASS","1. FROZEN PANGASIUS FILLET (WELL-TRIMMED): 100 Metric Tonnes (MOQ)
2. FROZEN BASA FILLET (WELL-TRIMMED): 100 Metric Tonnes (MOQ)
3. FFROZEN BARAMUNDI FILLET: 100 Metric Tonnes (MOQ)
4. FROZEN SEABASS FILLET: 100 Metric Tonnes (MOQ)",,,,,,,,,,,
75,"HAI NAM CO., LTD",Vietnam,,Distributor,"1. Buying Office
2. Manufacturer
3. Trading Company",,"Region: Vietnam
State / Province: Binh Thuan Province","Dr. Ben Appleton
manager",,,,Established: 1993,Supplier,,"I. Seafood
i. Fish
1. King Snapper Fish 
2.  Mahi Mahi Fish 
3. Tuna Fish
4.  Tongue Sole Fish 
ii. Grape Seaweed","1. Natural Frozen Mahi Mahi Fish Body And Fillet With Wholesale Price From Vietnam: US$ 4 - 7 / 1 Kilogram        1000 Kilograms Minimum order
2. A Grade Frozen Tongue Sole Fish Body and Fillet with 90%-100% Net weight and good price: US$ 4 - 6 / 1 Kilogram     1000 Kilograms Minimum order
3. 100% Natural Other Frozen Fishes Body/Fillet/ Without shell from Vietnam manufacturer: US$ 3 - 7 / 1 Kilogram              1000 Kilograms Minimum order",,,,,,,,,,,
76,"Gia Minh Foods Co.,Ltd",Vietnam,,Distributor,"1. Exporter
2. Manufacturer",,"Address: 15B Lam Son Strees
City: Nha Trang
Region: Vietnam
State / Province: Ho Chi Minh Province
Zip /Postal Code: 650000","Mr. Huu Hoc Nguyen
Salesperson",,,,"Established: 2010
Total Annual Sales: US$5,000,000 to 5,999,999",Supplier,,"I. Seafood
i. Fish
1. Horse Mackerel
2. Pomfret
3. Yellowtail Scad
4. Tuna
5. Threadfin Bream
6. Bonito
7. Sartine
8. Mahi Mahi
","1. Frozen Mahi mahi Fillet: 12 Metric Tonnes (MOQ)
",,,,,,,,,,,
77, FISH COMPANY LIMITED,Hong Kong,"I. FISH COMPANY LIMITED is a highly diversified seafood importer and 
distributor based in Hong Kong - one of the busiest hubs of the world. With our global reach, flexibility and diversity, we can provide solid supply solutions and customized design programs for wholesalers, retail chains, distributors and food service companies throughout the Asia Pacific Region. We supply live, fresh and frozen seafood, such as live geoducks, lobsters, oysters, fresh salmons, frozen conchs, whelks as well as a wide range of deep sea fish. Our experienced sales and marketing team provides services and supports for our customers to develop fresh ideas for new product launching, branding and development. At I. Fish - We take pride in providing solid supply solutions to meet your seafood needs.",Distributor,Distribution,http://www.ifish.hk,"Unit D, 8th Floor, Wah Shun Industrial Building, 
4 Cho Yuen Street, Yau Tong, Kowloon, Hong Kong S.A.R.","Ms. Venny Wong
Marketing Executive",,,,"Established: 2007
",Supplier,,"I. Seafood
i. Fish
1. Greenland Halibut
2. Patagonian Toothfish
3. Pacific Salmon (Alaska)
4. Sea bass 
5. Halibut
ii. Shellfish
iii. Shrimp","1. Sea bass fillet: $13.80       Min. Order: 30000 pounds 
2. Patagonian Toothfish or Chilean Seabass HGT Premium Fish Product: 14000 - 27999 kilograms: $45.00,>= 28000 kilograms:
$41.00
3. Wholesale Best Quality Frozen Greenland Halibut: 24000 - 47999 kilograms: $11.00, >= 48000 kilograms: $7.60
4. Premium frozen Halibut Steak: 7000 - 13999 kilograms: $16.00
>= 14000 kilograms: $11.00",,,,,,,,,,,
78,"
CHEERY SILL PTY LTD",Australia,,Distributor,Distribution,,"New South Wales, Australia",YUSHENG ZHOU,,,,,Supplier,,"I. Seafood
i. Fish
1. Snackhead Fish
2.TILAPIA FISH ","1. Well known Australian Brand/Constantly Halal Certified/ Best quality/Frozen Snakehead Fish (Channa argus) Slice with skin: $10.00-11.00    Min. Order: 99999 kilograms
2. Well known Australian Brand/Constantly Halal Certified/ Best quality/Frozen CRISP TILAPIA FISH SLICE: $12.00-13.00    Min. Order: 99999 kilograms",,,,,,,,,,,
79,PRECO FOODS CORPORATION,Japan,,Distributor,Distribution,,"Tokyo, Japan",Mr. PRECO FOODS,,,,,Supplier,,"I. Seafood
i. Fish
1. yellowtail fish
2. sea bream fish
3.  Sashimi
4. Octopus
5. mackerel fish
6. Tuna
7. Squid
8. Sardine
9. Salmon
ii. Shellfish
iii. Seaweed
","1. Japanese domestic vacuum-sealed farm-raised raw refrigerated yellowtail fish fillet: $26.00-32.00, Min. Order: 2 kilograms
2. Delicious flesh refrigerated bungo channel peony red sea bream fish price for sashimi:$15.00-18.00, Min. Order: 2 kilograms  
3. Ehime farm-raised skinless cultured fillet frozen red sea bream fish price for sushi: $35.00-40.00, Min. Order: 1 kilogram
4. Greater Amberjack Loin Skinless Ehime Farm Raised Frozen Sashimi Dishes from Japan: $47.00-52.00, Min. Order: 2 kilograms
5. Japan skipjack tuna bonito skinless loin sushi sashimi frozen seafood wholesalers: $17.00-21.00, Min. Order: 2 kilograms
6. Sushi sashimi large size deep-sea diamond squid fish seafood frozen for carpaccio: $28.00-32.00, Min. Order: 2 kilograms
7. Milder acidity frozen vinegared mackerel shime saba fishdry salted fish wholesale: $5.50-7.00, Min. Order: 2 packs
8. Autumn Salmon Fillet Wholesalers Fresh Fish Frozen Meal Smoked Whole Animal Live Supply: $13.00-14.50, Min. Order: 2 kilograms
9. Japanese Fresh Frozen Meal Smoked Whole Salmon Fish Animal Wholesale Live Supply: $26.00-29.00, Min. Order: 2 kilograms",,,,,,,,,,,
80,"ASIA-PACIFIC PRODUCE CO., LTD.",Japan,"Our company was founded in Itami city, Hyogo where is 15km west of
 Osaka in June 2014. We export Japanese fruits, vegetables, and fishery products mainly to Asia.Our company motto is to ""deliver Japanese agricultural and fishery products to overseas customers in the best condition.""Our mission is to enable our overseas customers to enjoy delicious fruits and fishery products produced in Japan at the freshest condition possible.All of our fruits and vegetables are shipped weekly from the Osaka Central Municipal Wholesale Markets. With a careful examination of the products and filling gaps with cushioning, we deliver the products to our customers in the best possible condition.Inspected goods are shipped with cushioning materials in each carton as to prevent any damage during the transportation to the customer's warehouse.The service is proving popular among customers and is contributing to minimizing the loss of luxury food items.Our oysters are produced in Murotsu, Hyogo Prefecture and are sent to us from the largest supplier of oysters to the Tsukiji Market. The premium quality oysters are unbelievably large for 12-month oysters, higher meat-to-shell ratio, have a strong sweet finish combined with creamy and even fruity flavor as they grow in the high brine sea water. These oysters are proving to be popular overseas.Live oysters fresh out of the hatchery tank in the morning are shipped by air on the evening flight to ensure quality and freshness.Products can reach our customers in Asia the following morning of the shipment. The speedy delivery is especially appreciated by our customers as it is the same freshness you would have at the Tsukiji Market in Japan while being in overseas. Overseas customers who agree to become our partners, we ask them to consider us as their buying office in Japan.We select and propose the best products to cater to your request. We are passionate about customer satisfaction and customers who share the same idea as we do about carrying quality Japanese products in their countries. Our goal is to hear from our customers that they were glad to have businesses with us.",Distributor,Trading ,http://approduce.jp,"Yamamoto Real Estate Bldg. 301, 1-2-3, Nishidai, Itami, Hyogo, Japan",Akihiko KONDO,,,,"Established: 2014
Total Annual Revenue: US$1 Million - US$2.5 Million",Supplier,,"I. Seafood
i. Fish
1. Tuna
2. Bora Mullet Fish
ii. Shellfish
iii. Crab
iv. Oyster

II. Agricultural
i. Processed
1. Noodles

III. Fruit and Vegetables
1. Persimmon 
2. Sweet Melon
3. Orange
4. Apple
5. Cherry tomato
6. Tomato 
7. Watermelon
8.  Plum
9. Grape
10. Peach
11. Cherry
12. Blueberry

IV. Snack and Drinks

V. Tea","1. Fresh Tuna Maguro Akami: $29.76-31.00, Min. Order: 100 kilograms
2. Frozen Japanese Bora Mullet Fish: $1.50-2.00, Min. Order: 7000 kilograms",,,,,,,,,,,
81,JTB Corp. Account Sales Division II,Japan,"We offer a diverse selection of products, ranging from frozen raw fish to
 processed seafood and seafood snacks, to suit your preferences.Our products range from fresh oysters, scallops, sea urchins, snow crabs, fish fillets (including mackerel fillet, flat fish, pacific spiny dogfish fillet, silver cod fillet, pacific cod fillet) and processed seafood such as fish cake and surimi, making us a top destination for importing Japanese high-quality seafood.",Distributor,Trading ,https://www.jtbcorp.jp/en/,"2-3-11 Higashishinagawa, Shinagawa-ku, Tokyo, Japan",Hiroaki Okazaki,,,,"Established: 1912
Total Annual Revenue:Above US$100 Million",Supplier,,"I. Seafood
i. Fish
1. Salmon
2. Anchovy
3. Tuna
4. Stock Fish
5. Red Sea Bream
6. Sardine
7.  Mackerel
8. Octopus
9. Squid
10. Cod
ii. Processed
1. Fish Cake
iii. Shellfish 
iv. Crab
v. Scallop
vi. Oyster
","1. Yellow Tail Fillet Japanese Stock Fish Food Seafood Dishes Frozen Production Line: $12.81, Min. Order: 100 kilograms
2. Red Sea Bream Japanese Food Seafood Dishes Frozen Stock Fish Fillet Packaging Price: $16.88, Min. Order: 100 kilograms
3. Simmered Mackerel Miso Sauce Japanese Food Seafood Dishes Seasoned Fish High Quality Frozen Fillet: $1.38, Min. Order: 50 pieces
4. Simmered Sardine Pickles Plum Japanese Food Seafood Dishes Seasoned Fish Best Price: $2.13, Min. Order: 50 pieces
5. Coho Salmon Fillet Light Salted Japanese Food Seafood Dishes Seasoned Fish Frozen: $8.44, Min. Order: 180 pieces
6. Kansaba Iciyaboshi Dry Aged Mackerel Japanese Seafood Dishes Frozen Fillet Seasoned Fish: $4.88, Min. Order: 300 pieces
7. Benisake Ichiyaboshi Dry Aged Sockeye Salmon Japanese Seafood Dishes Frozen Fillet Seasoned Fish: $6.13, Min. Order: 300 pieces
8. Japanese Food Silver Cod Fillet Plain Cernter Cut Frozen Seafood Salted Fish Dishes: $22.50, Min. Order: 11 kilograms
9. Pacific Cod Plain Japanese Food Seafood Dishes Frozen Boneless Fish Fresh Meat Fillet: $15.50, Min. Order: 11 kilograms
10. Vinegared Mackerel Sliced Japanese Seafood Dishes Fish Pacific Frozen Dish Prices
No reviews yet: $2.49, Min. Order: 100 pieces
11. Vinegared Japanese Sardine Fillet Seafood Dishes Frozen Seasoned Fish Production Line: $1.86, Min. Order: 100 pieces
12. Japanese Food Aged Atlantic Mackerel Fillet Boneless Non Salt Frozen Seafood Fish Dishes: $32.50, Min. Order: 200 cases
13. Japanese Food Mackerel Mirin Sauce Marinated Frozen Fillet Seafood Dishes Fish Price: $56.25, Min. Order: 200 cases",,,,,,,,,,,
82,"DAIGO SUISAN CO.,LTD.",Japan,"Thanks to the expert judgment of our professionals, we have the ability to choose products, and we can procure products directly from production sites. We make safe and reliable products by utilizing the latest in contaminate screening and packaging manufacturing equipment. We will continue to deliver refrigerated and frozen-storage processed foods mainly made from fresh, in-season farmed fish and wild-caught fish.",Distributor,"1. Trading 
2. Distributor
3. Wholesaler",https://www.daigogroup.jp/,"86-1, Nodama 1-chome, Fukushima-ku, 
Osaka-shi, Osaka Central Wholesale Market, Osaka, Japan",Osamu Fujita,,,,"Established: 1950
Total Annual Revenue: Below US$1 Million",Supplier,,"I. Seafood
i. Fish
1. Pacific Cod
2. Whitebait
3. Eel
4. Sardine
5. Mackerel
6. Red Fish
7. Salmon","1. Pacific Cod Fillet Frozen Fish Import Food Buyers Packaging Seafood Fresh Best Brands:$90.09-117.12, Min. Order: 10 boxes
2. Atka Mackerel Fillet Vacuum Packed Wholesalers Frozen Snack Salted Japanese Foods: $47.28-57.28, Min. Order: 15 boxes
3. Red Fish Fillet Frozen Tilapia Vacuum Pack Boxed Japanese Food Snack Wholesalers Stock Salted Scale Dried Style Water Preserved: $47.28-57.28, Min. Order: 15 boxes
4. Grilled Miso Marinated Japanese Spanish Mackerel Frozen Pacific Fish Fillet in Canned Style Competitive Flap Prices: $32.10-42.10, Min. Order: 15 boxes
",,,,,,,,,,,
83,CV. PEMBANGUNAN SULAWESI,Indonesia,"Our company, CV. Pembangunan Sulawesi was established in 1997 in 
Makassar city, Sulawesi, Indonesia.So far we do producing copra, dessicated coconut, dry coconut milk, coconut Shell Charcoal, processing Indonesian spices, and Indonesian fruit.We have sold them to China, Japan, Spain, India, Pakistan, Dubai, Saudi Arabia, Australia and French.We welcome you if you wish to cooperate with US.Please do not hesitate to contact us either by phone +62811446099 directly or by email (pembangunansulawesi(at)gmail.com)","Producer, Distributor",Manufacturer,http://indonesia-spices.com,"Jl. Todopuli Puri T Sari A4/13, Makassar, Propinsi Sulawesi Selatan, Indonesia","Syam Parlan
CEO",,,,"Established: 2011
Total Annual Revenue: Below US$1 Million",Supplier,,"I. Seafood
i. Fish
1. Red Bass 
2. Red Snapper Emperor Fish
3. Frozen Fish Giant Trevally
4.  Parrot Fish
5. Barramundi Fish 
6. Tuna
7. 
ii. Tiger Shrimp

II. Fruit and Vegetables
1. Orange
2. Bitter Melon
3. Banana
4. Mango
5. Chili
6. Dragon Fruit
7. Coconut
III. Agricultural Need
1. Fertilizer
2. Planter
3. Charcoal

IV. Agricultural
1. Powder
2. White Pepper

V. Materials
1. Wood
2. Bamboo


","1. Indonesia High Demand High Quality Frozen Red Bass Fillet Fish Premium Seafood: $2.00-2.20, Min. Order: 12000 kilograms
2. Frozen Fish Giant Trevally From Indonesial: $2.50-3.50, Min. Order: 12000 kilograms
3. Worldwide Exporter of Frozen Red Spot Emperor Fish Fillet High Quality Aquatic Product: $4.90-5.90, Min. Order: 12000 kilograms
4. Wholesale Exporter of Frozen Fillet Barramundi Fish From Indonesia: $6.50-7.50
Min. Order: 12000 kilograms
5. High Quality Frozen Barramundi Trout Fillet Premium Indonesian Fish Product: $4.50-5.50, Min. Order: 12000 kilograms
6. Top Quality New 2021 Smoked Dried Fish from Reliable Supplier: $7.90, Min. Order: 5000 kilograms
7. Frozen Loin Yellow Fin Tuna Fish at Reasonable Price: $2.60-3.99, Min. Order: 12000 kilograms
8. Emperor Fish Fillet from Leading Supplier: $3.90-4.40, Min. Order: 12000 kilograms 
9. ",,,,,,,,,,,
